app,len,t,metric,value
Original,472,0.02,cycles,8100152942459
Original,472,0.02,cycles,8102097091547
Original,472,0.02,cycles,8094927104531
Original,472,0.02,cycles,8096967315376
Original,472,0.02,cycles,8096669501609
Original,472,0.02,cycles,8115466117499
Original,472,0.02,cycles,8111209414169
Original,472,0.02,cycles,8167993363400
Original,472,0.02,cycles,8118549541612
Original,472,0.02,cycles,8099087187279
