app,len,t,metric,value
Original,248,0.02,cycles,1052456039997
Original,248,0.02,cycles,1052247307152
Original,248,0.02,cycles,1052389450618
Original,248,0.02,cycles,1052545214041
Original,248,0.02,cycles,1052338967692
Original,248,0.02,cycles,1052348955796
Original,248,0.02,cycles,1052459543105
Original,248,0.02,cycles,1052393090821
Original,248,0.02,cycles,1052395257317
Original,248,0.02,cycles,1052393431520
