app,len,t,metric,value
Original,376,0.02,cycles,3336037469538
Original,376,0.02,cycles,3333796273608
Original,376,0.02,cycles,3335506784479
Original,376,0.02,cycles,3335280174720
Original,376,0.02,cycles,3333976648624
Original,376,0.02,cycles,3338611071607
Original,376,0.02,cycles,3337948880744
Original,376,0.02,cycles,3336354517404
Original,376,0.02,cycles,3340794380397
Original,376,0.02,cycles,3336590331009
