app,len,t,metric,value
Original,280,0.02,cycles,1768671529766
Original,280,0.02,cycles,1771287501204
Original,280,0.02,cycles,1770081679223
Original,280,0.02,cycles,1771499091185
Original,280,0.02,cycles,1773078581688
Original,280,0.02,cycles,1771342368859
Original,280,0.02,cycles,1771893807622
Original,280,0.02,cycles,1763284169566
Original,280,0.02,cycles,1776327296805
Original,280,0.02,cycles,1776681671049
