app,len,t,metric,value
Original,472,0.02,branches,39380325433
Original,472,0.02,branches,38306515335
Original,472,0.02,branches,38366432268
Original,472,0.02,branches,38254789377
Original,472,0.02,branches,40587599246
Original,472,0.02,branches,38251622610
Original,472,0.02,branches,38300270316
Original,472,0.02,branches,38262613641
Original,472,0.02,branches,38431646710
Original,472,0.02,branches,38183586954
