app,len,t,metric,value
Original,504,0.02,cycles,7592008861163
Original,504,0.02,cycles,7590596314907
Original,504,0.02,cycles,7593408997156
Original,504,0.02,cycles,7590798500660
Original,504,0.02,cycles,7591636313992
Original,504,0.02,cycles,7592223172455
Original,504,0.02,cycles,7594519453573
Original,504,0.02,cycles,7593124406188
Original,504,0.02,cycles,7589350705883
Original,504,0.02,cycles,7592820200837
